Distance,RSSI,SNR,Battery_Level,Packet_Loss_Rate,Node,Health
17.474,-58.99,12.2,63.07,0.0,JESS,FAILURE
5.534,-35.0,16.92,23.58,10.83,JESS,WARNING
1.159,-35.0,20.0,75.35,3.93,JESS,WARNING
17.351,-48.16,18.17,63.43,5.43,JESS,WARNING
15.764,-52.95,18.08,12.03,8.37,JESS,WARNING
20.845,-58.84,14.51,78.56,0.0,JESS,NORMAL
19.67,-65.43,14.03,84.85,7.97,JESS,WARNING
26.976,-77.96,15.72,79.7,0.0,JESS,NORMAL
14.054,-46.76,20.0,25.87,6.7,JESS,FAILURE
0.747,-35.0,20.0,55.23,3.79,JESS,WARNING
19.104,-58.89,12.65,57.46,3.95,JESS,NORMAL
20.416,-68.92,13.63,94.09,3.89,JESS,WARNING
15.884,-51.94,19.68,93.3,3.05,JESS,FAILURE
20.834,-61.5,9.85,15.61,14.38,JESS,WARNING
10.046,-41.53,17.03,99.93,1.07,JESS,NORMAL
4.89,-35.0,20.0,80.8,14.76,JESS,WARNING
20.104,-57.83,13.12,43.8,6.41,JESS,FAILURE
7.733,-42.28,17.66,76.9,0.0,JESS,NORMAL
13.961,-50.26,20.0,43.9,11.18,JESS,WARNING
15.003,-52.16,19.04,94.27,14.73,JESS,WARNING
14.577,-52.19,19.8,44.03,11.23,JESS,WARNING
18.154,-53.77,18.65,78.95,0.0,JESS,WARNING
1.369,-35.0,20.0,23.97,1.11,JESS,FAILURE
29.696,-81.93,11.85,86.71,1.17,JESS,WARNING
21.631,-66.36,10.89,65.84,15.43,JESS,WARNING
13.049,-45.38,17.77,82.68,7.02,JESS,WARNING
6.144,-40.41,19.2,47.62,0.0,JESS,WARNING
2.865,-35.0,16.37,41.17,0.0,JESS,WARNING
20.33,-67.68,12.79,57.94,9.61,JESS,WARNING
9.85,-35.0,19.89,44.94,1.33,JESS,NORMAL
7.27,-35.0,20.0,56.27,13.02,JESS,NORMAL
11.709,-51.42,12.26,48.76,0.0,JESS,NORMAL
17.991,-57.73,16.73,27.7,1.14,JESS,NORMAL
20.315,-55.73,17.93,97.9,11.24,JESS,NORMAL
19.533,-65.08,17.13,11.45,14.59,JESS,NORMAL
25.966,-68.59,17.51,93.31,3.26,JESS,FAILURE
6.953,-37.99,16.8,84.47,2.02,JESS,WARNING
19.284,-56.9,15.28,47.88,9.53,JESS,WARNING
3.483,-35.0,20.0,38.99,0.0,JESS,NORMAL
16.664,-58.54,15.17,24.82,9.52,JESS,WARNING
17.727,-66.79,15.11,21.98,15.56,JESS,NORMAL
6.879,-35.0,20.0,59.58,2.6,JESS,NORMAL
12.055,-51.89,20.0,19.49,11.19,JESS,FAILURE
24.902,-63.9,16.8,52.88,0.0,JESS,WARNING
4.878,-35.0,20.0,83.32,14.74,JESS,NORMAL
13.318,-47.23,16.22,78.13,0.0,JESS,WARNING
28.016,-75.6,12.19,21.93,12.97,JESS,FAILURE
15.371,-50.58,18.07,96.5,1.86,JESS,FAILURE
21.891,-67.2,11.84,35.76,0.0,JESS,WARNING
24.893,-80.82,15.68,73.51,8.7,JESS,FAILURE
6.511,-35.0,20.0,37.04,7.42,JESS,WARNING
6.937,-35.0,20.0,65.57,5.98,JESS,FAILURE
22.878,-67.33,10.41,61.52,18.69,JESS,WARNING
22.723,-64.7,11.64,26.05,2.5,JESS,NORMAL
2.275,-35.0,17.75,68.73,6.06,JESS,WARNING
10.014,-42.33,12.19,39.34,0.0,JESS,NORMAL
12.257,-51.9,17.99,65.0,9.86,JESS,NORMAL
24.957,-79.68,4.9,58.72,2.13,JESS,NORMAL
12.945,-51.43,17.01,85.84,11.74,JESS,FAILURE
27.815,-84.7,15.27,29.22,6.11,JESS,WARNING
29.9,-80.44,12.48,23.63,9.26,JESS,NORMAL
23.531,-80.51,9.85,86.94,5.13,JESS,NORMAL
20.158,-63.79,14.72,50.01,5.29,JESS,NORMAL
12.061,-48.27,20.0,80.37,3.31,JESS,WARNING
2.478,-35.0,20.0,96.36,11.99,JESS,WARNING
17.408,-61.12,12.97,58.99,3.64,JESS,NORMAL
11.17,-46.39,18.91,37.06,0.0,JESS,WARNING
10.851,-49.91,17.84,81.48,12.35,JESS,WARNING
20.787,-58.85,12.4,93.78,22.89,JESS,FAILURE
14.177,-53.59,20.0,32.06,5.06,JESS,WARNING
22.687,-76.91,4.94,71.95,10.99,JESS,NORMAL
12.246,-49.35,18.26,80.25,2.77,JESS,NORMAL
4.95,-35.45,20.0,12.39,1.73,JESS,NORMAL
14.11,-47.06,16.43,63.3,2.97,JESS,WARNING
28.555,-67.2,11.88,66.98,1.16,JESS,NORMAL
24.145,-63.16,20.0,67.29,0.0,JESS,WARNING
6.57,-42.17,17.57,17.57,10.36,JESS,NORMAL
12.043,-43.36,17.99,11.95,6.28,JESS,WARNING
27.87,-73.33,14.06,36.43,10.34,JESS,WARNING
4.149,-35.0,19.56,42.2,12.76,JESS,WARNING
7.992,-35.27,18.6,23.02,9.38,JESS,WARNING
8.236,-35.0,18.71,55.86,12.3,JESS,WARNING
17.343,-53.2,16.29,30.48,8.38,JESS,NORMAL
12.617,-40.49,20.0,40.38,3.47,JESS,WARNING
2.856,-35.0,20.0,36.35,4.05,JESS,FAILURE
19.061,-53.39,20.0,79.48,14.41,JESS,WARNING
3.423,-35.0,20.0,88.94,9.52,JESS,NORMAL
18.389,-60.06,19.32,36.86,6.84,JESS,WARNING
15.457,-50.9,18.68,43.9,2.61,JESS,NORMAL
15.063,-45.21,19.55,83.37,6.83,JESS,WARNING
2.491,-35.0,20.0,78.32,0.0,JESS,WARNING
19.357,-57.75,19.3,73.79,6.99,JESS,NORMAL
13.224,-45.87,15.07,73.71,18.55,JESS,WARNING
12.628,-53.47,18.88,36.75,0.0,JESS,NORMAL
18.095,-71.05,12.63,94.29,3.27,JESS,NORMAL
18.384,-68.95,13.62,82.83,0.96,JESS,FAILURE
0.943,-35.0,20.0,29.07,0.0,JESS,WARNING
4.194,-35.0,16.03,69.59,5.06,JESS,FAILURE
7.477,-44.65,20.0,23.94,0.75,JESS,WARNING
20.5,-63.63,14.19,61.99,1.2,JESS,FAILURE
17.514,-61.93,13.88,36.02,0.0,JESS,NORMAL
22.85,-72.67,15.12,19.47,17.53,JESS,WARNING
22.348,-69.55,15.3,64.29,8.83,JESS,WARNING
25.669,-75.64,9.35,89.59,19.46,JESS,WARNING
11.616,-42.86,20.0,22.66,0.78,JESS,WARNING
10.679,-39.75,16.63,90.92,0.0,JESS,FAILURE
25.015,-65.93,14.24,21.5,6.3,JESS,WARNING
7.509,-36.3,15.73,76.77,9.98,JESS,FAILURE
14.105,-52.79,20.0,99.06,9.66,JESS,NORMAL
6.233,-38.5,20.0,18.43,15.48,JESS,WARNING
27.458,-82.14,10.34,29.14,7.34,JESS,NORMAL
12.53,-49.78,17.78,51.72,1.86,JESS,NORMAL
6.768,-35.0,17.64,76.38,0.0,JESS,WARNING
20.914,-64.47,17.79,90.81,15.67,JESS,WARNING
7.717,-41.54,15.0,75.62,6.19,JESS,FAILURE
28.333,-86.17,12.75,79.41,8.73,JESS,NORMAL
11.345,-46.62,15.75,50.69,0.0,JESS,NORMAL
20.107,-66.68,18.83,42.02,0.0,JESS,NORMAL
10.685,-35.0,18.96,55.7,2.36,JESS,NORMAL
24.314,-77.43,12.78,68.46,7.41,JESS,FAILURE
26.959,-76.21,17.67,55.21,0.34,JESS,NORMAL
23.744,-66.2,16.05,81.13,2.75,JESS,WARNING
25.531,-76.28,14.47,24.14,5.87,JESS,WARNING
3.505,-35.0,20.0,45.66,10.06,JESS,NORMAL
27.76,-62.97,14.15,15.99,0.41,JESS,NORMAL
18.917,-64.77,15.95,70.43,6.77,JESS,FAILURE
26.142,-84.8,11.34,78.13,12.03,JESS,NORMAL
20.691,-71.88,15.4,70.06,12.09,JESS,NORMAL
6.455,-35.0,20.0,95.96,1.9,JESS,WARNING
18.482,-68.16,13.64,93.89,0.0,JESS,NORMAL
3.183,-35.0,19.45,34.34,1.8,JESS,WARNING
21.024,-55.63,14.34,31.89,3.41,JESS,WARNING
12.566,-60.89,16.57,12.28,16.47,JESS,FAILURE
4.976,-35.0,20.0,55.23,7.43,JESS,NORMAL
29.387,-77.87,11.38,87.5,7.62,JESS,WARNING
27.082,-74.31,14.37,24.18,13.02,JESS,NORMAL
26.86,-70.03,12.47,63.4,5.73,JESS,NORMAL
23.77,-60.21,17.4,74.83,8.85,JESS,WARNING
20.913,-62.41,13.5,43.09,6.28,JESS,WARNING
19.825,-56.21,18.18,73.27,6.18,JESS,WARNING
3.63,-41.41,18.76,85.36,11.35,JESS,WARNING
27.067,-88.95,3.86,10.95,0.0,JESS,WARNING
26.493,-71.49,14.31,76.17,9.88,JESS,NORMAL
22.562,-65.5,16.0,63.99,11.77,JESS,WARNING
27.856,-87.3,9.26,86.04,10.3,JESS,WARNING
16.816,-50.31,12.73,22.47,3.41,JESS,WARNING
13.705,-41.52,20.0,82.64,2.62,JESS,WARNING
29.054,-95.49,8.38,22.71,4.16,JESS,NORMAL
14.192,-35.0,20.0,62.64,4.89,JESS,NORMAL
19.419,-72.3,13.92,34.38,7.87,JESS,NORMAL
11.505,-39.37,20.0,31.6,0.0,JESS,NORMAL
19.272,-65.56,11.84,54.89,16.2,JESS,WARNING
21.743,-67.56,11.52,78.16,5.92,JESS,NORMAL
18.927,-64.63,17.38,68.07,1.81,JESS,WARNING
15.68,-44.98,20.0,98.97,7.1,JESS,WARNING
9.353,-42.6,20.0,20.72,2.49,JESS,NORMAL
19.493,-60.24,15.4,74.96,0.0,JESS,FAILURE
27.299,-65.78,12.86,14.99,9.62,JESS,FAILURE
0.704,-35.0,20.0,42.17,9.47,JESS,NORMAL
4.451,-35.0,20.0,40.92,5.51,JESS,NORMAL
4.033,-35.0,19.78,33.06,0.0,JESS,WARNING
27.735,-83.63,14.02,57.92,7.9,JESS,FAILURE
20.051,-67.21,17.89,31.93,14.37,JESS,NORMAL
28.578,-77.24,8.93,43.08,1.04,JESS,WARNING
17.693,-50.12,14.47,87.35,12.21,JESS,WARNING
14.121,-52.6,17.36,39.13,5.39,JESS,WARNING
23.874,-76.85,7.92,98.74,14.18,JESS,FAILURE
5.248,-35.0,19.38,34.84,9.08,JESS,WARNING
11.749,-49.1,18.22,91.27,5.93,JESS,NORMAL
14.255,-57.09,15.84,48.81,14.91,JESS,WARNING
9.305,-35.0,15.61,91.68,0.01,JESS,WARNING
11.453,-51.91,19.4,48.41,0.0,JESS,FAILURE
2.804,-35.0,19.62,79.33,11.12,JESS,WARNING
6.341,-35.0,15.63,46.0,5.62,JESS,NORMAL
10.397,-39.3,20.0,65.88,10.79,JESS,WARNING
23.979,-70.9,14.09,14.63,15.47,JESS,FAILURE
5.884,-35.0,20.0,63.91,13.03,JESS,WARNING
10.726,-51.45,17.59,38.44,0.6,JESS,NORMAL
2.415,-36.67,20.0,99.67,17.3,JESS,NORMAL
16.935,-58.07,17.33,82.96,2.53,JESS,WARNING
18.532,-66.25,12.7,17.16,9.0,JESS,WARNING
26.033,-84.73,11.34,27.84,15.26,JESS,NORMAL
24.664,-66.83,17.07,65.45,0.12,JESS,FAILURE
8.919,-41.08,20.0,37.04,0.66,JESS,WARNING
4.54,-35.0,20.0,29.16,8.9,JESS,WARNING
5.104,-35.0,20.0,42.01,3.41,JESS,WARNING
29.084,-93.14,6.15,19.56,6.78,JESS,WARNING
20.36,-66.62,16.77,59.9,7.66,JESS,NORMAL
1.756,-35.0,20.0,35.47,5.29,JESS,WARNING
4.535,-35.0,20.0,88.03,10.7,JESS,FAILURE
14.831,-45.19,15.97,12.95,6.36,JESS,WARNING
6.631,-35.0,20.0,41.58,3.71,JESS,NORMAL
24.208,-71.79,18.42,59.46,7.89,JESS,WARNING
17.41,-60.25,17.52,31.16,6.85,JESS,NORMAL
18.573,-57.25,20.0,15.16,10.36,JESS,FAILURE
14.153,-57.31,20.0,16.52,13.6,JESS,NORMAL
8.054,-35.0,20.0,24.34,5.14,JESS,WARNING
17.887,-58.82,12.16,34.47,18.02,JESS,NORMAL
21.651,-67.42,12.1,73.52,18.51,JESS,NORMAL
11.443,-55.52,12.69,52.72,7.75,JESS,WARNING
15.396,-40.74,20.0,12.96,10.96,JESS,NORMAL
25.271,-79.14,10.13,23.95,0.0,JESS,FAILURE
4.886,-35.0,19.75,43.11,3.01,JESS,NORMAL
16.584,-51.17,19.27,47.78,1.46,JESS,NORMAL
10.778,-39.28,20.0,15.68,0.0,JESS,NORMAL
21.232,-69.96,12.54,20.9,4.18,JESS,WARNING
1.055,-35.0,20.0,33.6,6.12,JESS,WARNING
20.279,-57.41,20.0,85.3,6.95,JESS,WARNING
3.535,-35.0,20.0,28.83,16.92,JESS,NORMAL
2.411,-35.0,20.0,30.41,1.2,JESS,WARNING
21.876,-60.71,18.51,54.51,0.0,JESS,NORMAL
19.39,-62.4,11.55,90.23,12.33,JESS,NORMAL
26.901,-73.48,12.62,57.54,0.0,JESS,NORMAL
15.83,-52.95,16.86,17.14,0.0,JESS,NORMAL
16.136,-49.3,19.58,26.78,1.79,JESS,NORMAL
21.357,-67.59,9.59,87.02,9.93,JESS,WARNING
10.04,-39.06,20.0,88.91,6.19,JESS,WARNING
1.589,-35.0,15.28,81.59,15.11,JESS,FAILURE
7.286,-37.11,20.0,58.77,16.57,JESS,NORMAL
7.521,-47.09,13.88,49.52,0.0,JESS,WARNING
10.402,-56.23,15.85,34.14,0.0,JESS,WARNING
28.332,-77.17,18.69,59.3,4.99,JESS,WARNING
24.243,-65.03,17.71,71.45,4.59,JESS,WARNING
28.111,-66.82,19.61,63.93,15.69,JESS,FAILURE
29.959,-84.42,11.75,30.3,4.18,JESS,WARNING
13.296,-44.13,20.0,91.28,0.0,JESS,WARNING
7.199,-35.0,20.0,45.14,12.01,JESS,WARNING
17.02,-61.11,18.48,89.64,7.5,JESS,NORMAL
26.493,-77.37,11.04,45.77,6.68,JESS,WARNING
14.239,-62.57,16.31,13.46,12.55,JESS,WARNING
15.409,-51.5,16.82,76.42,1.07,JESS,NORMAL
4.466,-35.0,20.0,92.81,12.62,JESS,WARNING
12.903,-41.02,14.67,32.93,5.98,JESS,WARNING
11.916,-43.9,20.0,58.82,0.0,JESS,NORMAL
10.875,-40.41,20.0,82.69,2.38,JESS,FAILURE
26.675,-74.15,13.73,38.9,6.95,JESS,NORMAL
2.249,-35.0,20.0,35.76,0.0,JESS,WARNING
29.178,-88.52,11.16,47.0,8.6,JESS,NORMAL
0.743,-35.0,20.0,59.55,0.0,JESS,WARNING
28.395,-80.07,16.07,59.73,19.87,JESS,NORMAL
16.667,-52.09,17.29,53.77,4.72,JESS,WARNING
21.222,-51.39,20.0,83.83,15.37,JESS,WARNING
6.02,-35.0,20.0,23.76,1.51,JESS,WARNING
19.799,-56.44,16.3,17.66,0.0,JESS,NORMAL
26.518,-80.68,18.74,25.17,5.03,JESS,NORMAL
4.615,-39.13,17.41,73.36,15.93,JESS,FAILURE
4.249,-35.0,18.88,23.07,0.0,JESS,WARNING
9.467,-50.52,18.54,39.05,0.0,JESS,WARNING
5.271,-35.0,17.04,89.17,7.07,JESS,WARNING
3.764,-35.0,16.91,22.62,14.95,JESS,WARNING
20.51,-58.13,19.27,57.54,6.47,JESS,FAILURE
6.808,-35.0,20.0,55.54,6.12,JESS,FAILURE
20.177,-73.27,11.38,13.06,6.14,JESS,WARNING
25.927,-64.05,11.65,20.39,0.0,JESS,WARNING
19.735,-59.8,16.61,95.54,0.0,JESS,NORMAL
4.021,-36.59,20.0,96.49,0.0,JESS,NORMAL
17.421,-55.13,13.23,88.72,12.91,JESS,FAILURE
12.112,-49.07,20.0,48.87,0.0,JESS,WARNING
10.629,-42.55,18.6,63.36,0.0,JESS,WARNING
9.897,-35.0,20.0,84.17,3.3,JESS,WARNING
27.918,-83.02,10.65,70.85,10.45,JESS,NORMAL
22.404,-67.12,14.4,90.56,5.13,JESS,WARNING
4.449,-35.0,16.17,38.42,14.22,JESS,FAILURE
14.542,-56.7,20.0,66.17,8.37,JESS,NORMAL
9.888,-40.57,20.0,61.03,7.84,JESS,NORMAL
29.349,-82.46,11.75,98.61,0.0,JESS,NORMAL
29.352,-84.85,11.96,89.03,5.43,JESS,FAILURE
9.926,-37.15,15.14,24.87,9.07,JESS,WARNING
10.887,-39.15,20.0,15.3,2.77,JESS,WARNING
18.183,-57.41,12.22,50.18,0.45,JESS,NORMAL
14.64,-52.23,16.2,59.1,4.9,JESS,NORMAL
6.786,-36.1,19.45,81.09,9.06,JESS,WARNING
19.982,-64.71,16.5,24.38,10.69,JESS,FAILURE
10.357,-47.47,17.98,92.79,7.3,JESS,WARNING
19.785,-68.2,10.8,61.44,13.75,JESS,WARNING
11.819,-44.48,20.0,85.85,3.13,JESS,WARNING
21.156,-73.69,9.76,85.28,0.0,JESS,NORMAL
20.2,-52.05,19.2,95.67,2.19,JESS,NORMAL
15.51,-48.2,20.0,69.29,1.08,JESS,WARNING
21.29,-58.81,16.89,80.54,4.26,JESS,WARNING
14.098,-39.27,20.0,83.85,6.41,JESS,WARNING
3.926,-35.0,20.0,52.13,12.72,JESS,NORMAL
5.872,-39.76,19.22,48.91,8.99,JESS,NORMAL
7.757,-36.24,20.0,95.2,12.21,JESS,NORMAL
2.365,-35.0,20.0,16.03,9.62,JESS,WARNING
21.486,-69.44,16.42,95.76,0.0,JESS,WARNING
11.338,-44.3,20.0,62.06,12.19,JESS,NORMAL
3.259,-35.87,20.0,36.52,0.46,JESS,WARNING
24.689,-64.17,10.15,60.15,5.07,JESS,WARNING
20.668,-68.35,15.78,67.4,0.41,JESS,WARNING
13.841,-59.92,14.02,19.97,11.61,JESS,FAILURE
7.799,-45.29,19.96,70.29,10.59,JESS,WARNING
4.977,-36.69,20.0,91.23,0.0,JESS,NORMAL
14.022,-53.92,16.34,97.42,1.73,JESS,NORMAL
26.615,-68.45,9.69,63.98,5.52,JESS,NORMAL
6.058,-35.0,20.0,39.43,0.0,JESS,NORMAL
17.275,-58.97,14.72,60.71,0.0,JESS,WARNING
28.87,-85.93,14.97,10.26,6.28,JESS,WARNING
19.295,-52.68,13.18,92.73,10.53,JESS,NORMAL
13.479,-54.56,18.27,80.62,12.01,JESS,WARNING
21.633,-75.65,12.42,24.98,5.98,JESS,WARNING
24.825,-69.15,13.83,64.84,6.57,JESS,NORMAL
17.92,-64.0,17.99,11.85,13.89,JESS,NORMAL
26.219,-86.32,11.56,29.44,8.78,JESS,NORMAL
15.68,-56.15,16.92,25.3,8.86,JESS,NORMAL
24.986,-67.45,13.33,24.05,17.07,JESS,NORMAL
28.585,-85.44,10.96,59.69,11.24,JESS,FAILURE
15.287,-54.65,11.77,96.8,6.83,JESS,WARNING
18.348,-44.6,18.27,21.73,13.14,JESS,FAILURE
18.479,-53.45,15.86,88.55,17.8,JESS,WARNING
23.552,-53.61,17.32,17.4,0.0,JESS,WARNING
24.777,-67.84,14.66,17.46,9.46,JESS,FAILURE
1.303,-35.0,20.0,66.53,10.15,JESS,NORMAL
22.134,-53.13,18.03,61.71,7.02,JESS,WARNING
23.623,-72.84,12.36,40.98,2.92,JESS,NORMAL
21.163,-54.28,10.8,58.0,18.17,JESS,FAILURE
21.554,-69.35,7.32,77.94,13.41,JESS,WARNING
1.721,-35.0,20.0,79.6,9.93,JESS,WARNING
13.54,-52.95,12.2,11.08,11.38,JESS,NORMAL
24.636,-79.99,20.0,17.03,2.06,JESS,WARNING
28.053,-71.11,13.36,10.31,0.0,JESS,NORMAL
7.269,-43.29,20.0,11.41,0.0,JESS,FAILURE
17.586,-60.56,11.69,85.57,9.3,JESS,FAILURE
24.228,-76.38,15.15,17.52,0.0,JESS,NORMAL
22.696,-67.66,13.7,73.99,3.32,JESS,WARNING
18.757,-60.32,11.21,98.2,0.0,JESS,FAILURE
1.051,-35.0,20.0,83.88,8.96,JESS,WARNING
21.855,-58.79,13.53,15.98,10.08,JESS,WARNING
23.311,-58.76,19.14,90.45,7.41,JESS,NORMAL
21.824,-60.19,14.45,96.24,13.83,JESS,WARNING
23.091,-60.75,12.63,73.57,14.97,JESS,FAILURE
13.212,-51.59,20.0,65.47,4.59,JESS,WARNING
29.816,-87.18,16.01,64.16,13.49,JESS,WARNING
23.238,-68.15,13.83,83.82,11.54,JESS,WARNING
17.571,-61.67,15.63,59.81,0.64,JESS,FAILURE
28.059,-82.07,10.49,40.04,14.54,JESS,WARNING
27.292,-80.63,8.95,97.34,0.88,JESS,NORMAL
24.53,-78.04,12.33,14.36,11.09,JESS,WARNING
17.129,-70.25,14.55,69.88,3.05,JESS,NORMAL
16.049,-68.84,9.34,62.71,0.0,JESS,FAILURE
10.197,-45.66,14.11,67.52,10.79,JESS,WARNING
7.901,-35.0,17.93,67.8,16.05,JESS,NORMAL
15.615,-49.08,15.09,21.12,17.11,JESS,FAILURE
17.545,-57.67,14.17,22.02,1.24,JESS,NORMAL
7.714,-35.0,20.0,16.06,6.32,JESS,WARNING
27.717,-90.76,11.01,94.45,19.68,JESS,WARNING
16.94,-54.44,16.49,64.89,17.79,JESS,NORMAL
16.032,-46.15,19.03,16.94,0.0,JESS,NORMAL
13.351,-47.56,18.36,49.03,8.98,JESS,WARNING
2.213,-35.0,19.99,42.34,11.27,JESS,NORMAL
26.531,-84.73,10.78,23.34,8.49,JESS,NORMAL
9.851,-41.06,17.88,83.98,6.73,JESS,NORMAL
19.453,-61.63,14.29,79.8,6.32,JESS,NORMAL
18.419,-62.18,15.05,51.77,16.07,JESS,WARNING
17.742,-45.39,19.2,57.02,0.0,JESS,WARNING
16.009,-60.5,15.48,49.28,0.91,JESS,FAILURE
5.852,-35.8,17.98,59.59,9.42,JESS,WARNING
8.778,-45.21,20.0,75.93,17.89,JESS,WARNING
15.964,-42.23,18.51,88.84,8.09,JESS,FAILURE
23.786,-62.29,12.86,63.31,8.85,JESS,FAILURE
13.244,-50.09,20.0,21.32,12.33,JESS,NORMAL
6.516,-35.0,13.91,79.48,11.79,JESS,NORMAL
3.094,-35.0,20.0,43.51,10.98,JESS,WARNING
20.059,-66.56,13.7,66.69,5.81,JESS,WARNING
12.989,-46.8,20.0,27.87,14.68,JESS,WARNING
4.198,-35.0,20.0,24.71,8.85,JESS,NORMAL
20.397,-70.42,15.25,14.74,12.8,JESS,NORMAL
6.624,-40.55,20.0,38.3,13.39,JESS,NORMAL
15.516,-60.66,12.85,63.74,16.79,JESS,FAILURE
9.533,-54.33,20.0,38.69,0.0,JESS,FAILURE
27.985,-85.13,10.12,31.68,0.54,JESS,WARNING
7.234,-35.0,20.0,99.54,5.31,JESS,WARNING
12.888,-49.01,18.72,99.9,0.54,JESS,FAILURE
28.805,-77.8,10.89,64.45,4.45,JESS,FAILURE
9.902,-43.25,20.0,39.12,5.37,JESS,NORMAL
19.515,-62.45,14.98,87.55,7.5,JESS,NORMAL
9.843,-36.45,19.62,76.31,7.07,JESS,WARNING
3.765,-35.0,20.0,65.43,13.3,JESS,NORMAL
19.013,-55.81,18.74,91.74,16.09,JESS,WARNING
27.523,-72.97,14.7,50.08,1.7,JESS,WARNING
13.851,-43.64,16.41,32.99,6.55,JESS,WARNING
18.972,-50.25,20.0,97.03,0.0,JESS,WARNING
18.463,-51.34,14.42,87.42,16.13,JESS,WARNING
12.745,-43.4,19.08,92.09,0.0,JESS,WARNING
18.639,-58.55,14.68,92.64,2.94,JESS,NORMAL
8.15,-35.0,20.0,44.44,0.47,JESS,NORMAL
11.652,-44.68,17.62,87.47,3.38,JESS,NORMAL
13.548,-59.15,19.53,90.04,6.05,JESS,FAILURE
25.988,-76.21,15.54,59.28,12.43,JESS,FAILURE
10.776,-40.31,17.93,66.27,1.24,JESS,WARNING
19.237,-62.96,18.17,61.97,15.1,JESS,NORMAL
6.795,-47.6,20.0,11.44,7.5,JESS,NORMAL
7.951,-35.0,20.0,58.2,12.71,JESS,NORMAL
19.629,-62.71,16.43,13.41,14.01,JESS,NORMAL
22.988,-67.03,15.02,50.6,6.68,JESS,NORMAL
14.132,-51.87,19.18,14.11,0.0,JESS,WARNING
10.385,-38.13,19.62,50.98,11.07,JESS,NORMAL
27.353,-65.44,12.79,37.43,2.4,JESS,WARNING
4.506,-35.0,20.0,79.65,0.0,JESS,WARNING
21.761,-68.89,16.36,53.12,13.19,JESS,WARNING
20.86,-70.49,13.33,56.09,14.17,JESS,FAILURE
20.862,-68.64,14.26,91.33,12.22,JESS,WARNING
28.095,-77.99,12.9,53.41,10.9,JESS,WARNING
21.982,-57.86,20.0,24.07,0.79,JESS,NORMAL
9.396,-51.81,14.2,20.13,0.0,JESS,FAILURE
10.926,-50.41,18.8,37.52,12.66,JESS,FAILURE
12.038,-47.15,19.28,33.88,10.29,JESS,NORMAL
1.409,-35.0,20.0,83.66,5.26,JESS,WARNING
27.449,-80.5,10.69,78.3,13.34,JESS,WARNING
2.67,-35.47,20.0,15.28,1.29,JESS,FAILURE
21.144,-66.78,17.31,28.09,8.5,JESS,NORMAL
22.04,-73.46,10.98,50.39,14.27,JESS,FAILURE
25.39,-68.15,17.29,17.85,7.58,JESS,WARNING
16.824,-61.26,13.93,24.96,2.5,JESS,NORMAL
21.895,-67.64,12.65,91.76,10.41,JESS,WARNING
9.43,-35.0,20.0,58.71,3.23,JESS,WARNING
22.495,-64.7,14.58,81.7,8.8,JESS,WARNING
10.631,-40.49,20.0,39.75,12.39,JESS,FAILURE
27.134,-86.9,12.67,43.73,5.77,JESS,WARNING
5.32,-35.0,20.0,87.25,7.47,JESS,WARNING
9.815,-42.18,16.96,69.15,0.36,JESS,FAILURE
15.214,-56.14,16.57,71.05,12.23,JESS,WARNING
23.388,-66.08,15.01,67.5,13.92,JESS,NORMAL
22.59,-62.34,18.46,58.7,0.0,JESS,WARNING
6.716,-35.0,20.0,99.2,1.5,JESS,NORMAL
4.755,-35.0,17.98,90.48,6.91,JESS,NORMAL
9.467,-51.13,16.99,73.98,1.99,JESS,NORMAL
14.771,-62.75,13.0,71.03,9.06,JESS,WARNING
16.401,-52.12,16.54,17.58,3.04,JESS,WARNING
13.16,-49.79,16.38,53.67,4.77,JESS,WARNING
20.061,-68.0,12.66,54.64,4.97,JESS,WARNING
13.113,-58.24,18.37,14.67,9.88,JESS,FAILURE
28.417,-71.57,9.9,78.0,10.24,JESS,WARNING
8.199,-36.57,20.0,10.18,9.43,JESS,NORMAL
19.007,-63.72,19.5,48.27,1.88,JESS,WARNING
18.536,-61.96,17.63,91.29,12.1,JESS,WARNING
8.806,-42.54,18.82,40.63,1.86,JESS,WARNING
12.645,-48.3,20.0,62.44,6.44,JESS,NORMAL
11.281,-44.79,15.5,37.72,0.0,JESS,NORMAL
5.589,-35.0,20.0,26.11,7.41,JESS,NORMAL
14.58,-50.87,15.86,75.7,5.37,JESS,WARNING
11.907,-46.27,19.3,28.41,13.02,JESS,NORMAL
5.76,-35.0,19.63,16.5,6.61,JESS,NORMAL
13.771,-49.13,15.12,49.16,12.69,JESS,NORMAL
12.944,-43.42,17.12,73.8,2.73,JESS,NORMAL
4.375,-35.0,17.84,62.2,15.24,JESS,NORMAL
4.37,-35.0,17.45,32.0,12.73,JESS,WARNING
19.601,-59.29,16.28,83.6,0.93,JESS,WARNING
21.344,-65.5,17.26,18.74,11.48,JESS,FAILURE
28.265,-75.05,14.62,70.33,9.29,JESS,WARNING
3.067,-37.08,17.19,64.6,0.0,JESS,NORMAL
3.977,-35.0,18.62,90.9,5.61,JESS,WARNING
2.029,-35.0,18.01,57.42,11.06,JESS,NORMAL
16.201,-61.08,11.42,83.71,0.0,JESS,NORMAL
18.871,-50.91,11.24,29.38,6.65,JESS,FAILURE
12.404,-42.89,14.5,59.08,4.6,JESS,NORMAL
24.038,-72.18,14.38,57.94,4.56,JESS,WARNING
